000000720,1997,10,3,1,400,0,0,5544,2001,0
000000902,1999,11,3,1,800,0,0,5538,2001,0
000001221,1998,1,4,1,800,0,0,5557,2001,0
000001362,1998,2,3,1,800,0,0,5538,2001,0
000001520,1999,9,4,1,500,0,0,5528,2001,0
000001583,1999,11,2,1,500,0,0,5524,2001,0
000001614,1998,11,4,5,300,0,0,5517,2001,1
000002240,1999,6,2,1,800,0,0,5538,2001,1
000002242,1999,11,5,1,800,0,0,5538,2001,0
000002629,1997,12,3,1,600,0,0,5564,2001,0
000002685,1996,12,2,1,600,0,0,5564,2001,1
000002720,1999,9,2,1,800,0,0,5538,2001,1
000003966,1999,11,4,1,800,0,0,5538,2001,0
000004280,1997,12,2,1,600,0,0,5564,2001,1
000004292,1997,12,2,1,600,0,0,5564,2001,1
000005418,1998,12,4,1,600,0,0,5564,2001,1
000008534,1999,11,2,1,300,1,0,5513,2001,1
000008751,1999,9,1,1,000,0,0,5500,2001,1
000009963,2000,1,4,5,500,0,0,5560,2001,1
000010484,2000,1,2,3,500,0,0,5556,2001,0
000010884,2000,1,7,1,800,0,0,5505,2001,1
000011450,1998,9,4,1,200,0,0,5537,2001,0
000011986,2000,1,7,1,600,0,0,5564,2001,1
000012075,2000,1,1,5,A00,0,0,5502,2001,1
000012092,2000,1,1,3,500,0,0,5525,2001,1
000012744,1999,3,2,1,200,0,0,5511,2001,0
000013048,1998,7,4,1,900,0,0,5599,2001,1
000013583,1999,11,2,1,A00,0,0,5519,2001,1
000015772,1998,5,7,1,000,0,0,5500,2001,1
000015775,2000,1,1,6,600,0,0,5521,2001,1
000015807,1998,5,7,1,500,0,0,5525,2001,1
000015907,1999,12,2,1,200,1,0,5537,2001,1
000016385,2000,2,3,1,600,0,0,5521,2001,1
000016621,1999,8,2,1,800,0,0,5538,2001,1
000016729,2000,7,4,1,600,0,0,5564,2001,0
000016909,1999,12,5,1,600,0,0,5564,2001,1
000018773,2000,2,7,1,500,0,0,5525,2001,1
000019099,1999,3,5,1,200,0,0,5511,2001,1
000020564,1999,7,7,1,300,0,0,5513,2001,1
000020593,2000,2,3,4,500,0,0,5525,2001,0
000020689,2000,2,1,1,800,0,0,5505,2001,1
000020744,2000,2,1,1,800,0,0,5505,2001,1
000021832,2000,1,3,1,A00,0,0,5502,2001,0
000022312,1999,3,4,1,600,0,0,5564,2001,0
000022573,1999,12,5,1,600,0,0,5550,2001,0
000022901,2000,3,1,4,500,0,0,5525,2001,1
000022939,2000,3,7,4,600,0,0,5564,2001,0
000023266,2000,2,1,6,500,0,0,5525,2001,1
000023614,2000,2,1,4,500,0,0,5527,2001,1
000024025,2000,2,5,1,800,0,0,5534,2001,1
000024421,2000,3,2,6,100,0,0,5503,2001,1
000024619,2000,3,1,6,600,0,0,5521,2001,1
000024689,1999,1,5,1,500,0,0,5510,2001,1
000024844,2000,3,3,6,200,0,0,5537,2001,1
000025177,2000,3,1,1,D00,1,0,5545,2001,1
000025254,2000,3,6,1,800,1,0,5538,2001,1
000025434,1999,12,5,1,500,0,0,5527,2001,1
000026020,1997,5,6,1,600,0,0,5564,2001,1
000026108,2000,3,7,1,600,0,0,5564,2001,0
000026119,2000,3,7,1,600,0,0,5564,2001,0
000026129,2000,3,6,5,C00,0,0,5512,2001,0
000026638,1998,5,4,1,700,0,0,5508,2001,1
000026760,2000,3,6,2,600,0,0,5550,2001,1
000026767,2000,3,6,3,600,0,0,5550,2001,1
000027060,2000,3,4,1,800,0,0,5538,2001,0
000027683,2000,3,6,6,D00,0,0,5545,2001,1
000027927,1999,10,2,1,600,0,0,5564,2001,1
000028037,2000,3,1,4,500,0,0,5516,2001,0
000028721,2000,3,1,3,D00,0,0,5545,2001,1
000028730,2000,3,5,3,D00,0,0,5545,2001,1
000028817,2000,3,2,1,500,0,0,5528,2001,1
000028834,1999,8,3,1,600,0,0,5564,2001,1
000028859,2000,3,2,4,500,0,0,5528,2001,1
000029183,2000,4,6,6,100,0,0,5503,2001,0
000029343,1999,9,3,1,600,0,0,5564,2001,1
000029652,2000,3,2,6,600,0,0,5521,2001,1
000029655,2000,4,1,5,D00,0,0,5543,2001,0
000029681,2000,4,6,4,600,0,0,5550,2001,1
000030183,1998,12,4,1,800,0,0,5538,2001,0
000031251,2000,4,4,1,600,0,0,5550,2001,1
000031755,2000,4,2,1,500,0,0,5523,2001,1
000031964,1997,12,3,1,500,0,0,5525,2001,0
000032219,2000,1,5,6,500,0,0,5525,2001,1
000032230,2000,2,4,5,500,0,0,5528,2001,1
000032257,2000,4,4,6,100,0,0,5562,2001,1
000032741,2000,4,3,6,600,0,0,5564,2001,1
000032810,2000,4,3,1,700,0,0,5536,2001,1
000032897,1999,1,4,1,600,0,0,5564,2001,1
000032946,2000,4,6,3,500,0,0,5524,2001,1
000033770,2000,4,2,1,400,0,0,5518,2001,1
000033922,2000,2,2,1,800,0,0,5538,2001,0
000034183,1999,12,5,1,600,0,0,5564,2001,0
000034190,1996,2,5,1,600,0,0,5564,2001,0
000034795,1994,12,4,1,300,0,0,5540,2001,1
000034947,2000,4,6,1,600,0,0,5550,2001,1
000035454,1998,12,4,1,600,0,0,5564,2001,0
000035501,2000,4,2,3,500,0,0,5524,2001,1
000035687,2000,5,2,5,500,0,0,5523,2001,0
000035828,2000,4,2,1,800,0,0,5538,2001,1
000036171,2000,5,2,1,600,0,0,5550,2001,1
000036216,2000,5,6,5,400,0,0,5553,2001,1
000036444,2000,4,3,1,500,0,0,5525,2001,1
000036736,1998,12,4,1,600,0,0,5564,2001,0
000036999,2000,2,1,1,400,0,0,5518,2001,1
000037078,2000,2,4,1,400,0,0,5544,2001,1
000037097,2000,3,5,1,400,0,0,5518,2001,1
000037113,2000,1,4,3,500,0,0,5525,2001,1
000037308,1996,6,4,1,800,0,0,5538,2001,0
000038031,2000,5,5,2,500,0,0,5524,2001,1
000038385,2000,3,1,4,500,0,0,5524,2001,1
000039432,2000,5,3,4,500,0,0,5516,2001,1
000039560,2000,4,3,5,500,0,0,5528,2001,1
000039570,1999,2,1,1,600,0,0,5564,2001,1
000039646,1998,1,2,1,600,0,0,5564,2001,1
000039909,2000,5,6,6,500,0,0,5524,2001,1
000040056,2000,2,6,2,A00,0,0,5547,2001,1
000040063,2000,2,6,2,A00,0,0,5547,2001,1
000040085,2000,2,6,4,A00,0,0,5547,2001,1
000040427,1999,12,4,1,600,0,0,5564,2001,1
000040428,2000,4,2,1,500,0,0,5525,2001,1
000040935,2000,5,5,6,600,0,0,5521,2001,0
000040961,1999,10,2,1,600,0,0,5564,2001,1
000041027,1999,10,5,1,600,0,0,5521,2001,1
000041463,2000,3,2,1,800,1,0,5538,2001,1
000041548,2000,2,3,1,500,0,0,5525,2001,1
000041723,1998,12,4,1,600,0,0,5542,2001,1
000041775,2000,5,4,6,600,0,0,5564,2001,1
000041885,2000,5,3,6,500,0,0,5528,2001,1
000042249,2000,5,6,6,600,0,0,5521,2001,0
000042346,2000,1,2,1,600,0,0,5564,2001,0
000042440,2000,5,3,1,800,0,0,5505,2001,1
000042488,2000,5,5,5,500,0,0,5525,2001,1
000042527,1999,10,6,1,600,0,0,5564,2001,1
000042535,1999,10,5,1,600,0,0,5564,2001,1
000042537,1998,11,5,1,600,0,0,5564,2001,1
000042586,2000,5,3,1,500,0,0,5528,2001,1
000042587,2000,5,2,1,500,0,0,5528,2001,1
000042900,2000,5,2,3,600,0,0,5521,2001,0
000043071,2000,6,6,2,A00,0,0,5502,2001,1
000043115,2000,5,1,1,600,0,0,5550,2001,1
000043497,2000,6,1,4,A00,0,0,5502,2001,1
000043796,2000,3,3,1,600,0,0,5550,2001,1
000043928,2000,6,1,5,600,0,0,5521,2001,1
000043940,2000,4,6,4,600,0,0,5521,2001,1
000044179,2000,5,2,5,500,0,0,5526,2001,1
000044199,2000,5,6,1,500,0,0,5527,2001,1
000044217,2000,4,6,1,600,0,0,5550,2001,1
