000054770,1999,1,5,1,200,0,0,5537,2003,0
000070212,1998,12,4,1,A00,0,0,5502,2003,0
000071871,1999,6,3,1,A00,0,0,5502,2003,1
000076600,1998,12,4,3,500,0,0,5516,2003,1
000076679,1998,12,4,3,500,0,0,5527,2003,1
000093822,1998,1,4,1,200,0,0,5537,2003,0
000099806,2000,12,7,1,600,0,0,5564,2003,0
000099925,1998,12,4,1,600,0,0,5568,2003,1
000099965,1996,11,1,4,600,0,0,5568,2003,0
000099978,1996,11,1,4,600,0,0,5568,2003,1
000100191,2000,12,5,2,500,0,0,5510,2003,0
000100785,1999,6,2,1,300,0,0,5548,2003,1
000101025,2000,8,4,1,700,0,0,5522,2003,0
000107088,2000,11,1,4,500,0,0,5525,2003,1
000107131,2000,11,1,1,A00,0,0,5547,2003,1
000109978,2000,3,3,3,600,0,0,5564,2003,0
000110259,1997,6,5,1,400,0,0,5518,2003,0
000111207,2001,2,4,1,500,0,0,5509,2003,1
000111819,2001,2,4,1,200,0,0,5555,2003,1
000111847,2001,2,4,1,200,0,0,5555,2003,1
000111865,2001,2,4,1,200,0,0,5555,2003,1
000111879,2001,2,4,1,200,0,0,5555,2003,1
000111886,2001,2,4,1,500,0,0,5509,2003,1
000113064,1998,12,3,1,600,0,0,5564,2003,1
000116356,2000,12,6,1,600,0,0,5564,2003,1
000117586,2000,6,4,1,500,0,0,5524,2003,0
000119416,1999,12,4,1,600,0,0,5564,2003,0
000119701,1999,7,3,1,A00,0,0,5502,2003,0
000119976,2000,12,7,3,700,0,0,5508,2003,1
000121672,1998,12,4,1,200,0,0,5501,2003,0
000122383,2000,11,5,3,500,0,0,5527,2003,1
000122810,1999,9,4,1,300,0,0,5517,2003,0
000131823,1994,8,3,1,500,0,0,5527,2003,0
000131847,1999,10,4,1,500,0,0,5525,2003,1
000132964,1999,12,5,1,200,0,0,5537,2003,1
000136117,1996,2,4,1,500,0,0,5528,2003,0
000139800,1998,2,3,1,300,0,0,5517,2003,0
000141635,1997,12,3,1,500,0,0,5527,2003,0
000141698,1996,11,3,1,500,0,0,5524,2003,0
000144636,1997,12,3,1,600,0,0,5564,2003,0
000145276,1997,12,3,2,500,0,0,5525,2003,0
000147911,2003,3,7,1,700,0,0,5529,2003,1
000151241,2000,10,3,1,500,0,0,5524,2003,1
000153396,2000,12,6,2,700,0,0,5522,2003,0
000159164,1998,12,4,1,500,0,0,5525,2003,1
000162214,2000,6,7,1,500,0,0,5525,2003,1
000162225,2000,6,7,1,500,0,0,5525,2003,1
000162237,2000,11,6,1,500,0,0,5525,2003,1
000162250,2000,6,7,1,500,0,0,5525,2003,1
000162290,2000,11,6,1,500,0,0,5509,2003,1
000162303,2000,11,6,1,500,0,0,5509,2003,1
000162317,2000,6,7,1,500,0,0,5525,2003,1
000162324,2000,6,7,1,500,0,0,5525,2003,1
000162327,2000,6,7,1,500,0,0,5525,2003,1
000162330,2000,6,7,1,500,0,0,5525,2003,1
000162333,2000,6,7,1,500,0,0,5525,2003,1
000162334,2000,6,7,1,500,0,0,5525,2003,1
000162335,2000,6,7,1,500,0,0,5525,2003,1
000162336,2000,6,7,1,500,0,0,5525,2003,1
000162337,2000,6,7,1,500,0,0,5525,2003,1
000162338,2000,6,7,1,500,0,0,5525,2003,1
000169450,1999,12,5,2,700,0,0,5522,2003,1
000170364,1999,2,2,1,600,0,0,5564,2003,1
000170660,2000,12,6,1,600,0,0,5564,2003,1
000174189,1998,9,5,1,500,0,0,5527,2003,0
000176240,2000,4,2,1,200,0,0,5537,2003,1
000177719,1998,5,4,1,500,0,0,5523,2003,0
000182773,2001,12,6,6,100,0,0,5559,2003,1
000183645,2001,11,7,4,500,0,0,5527,2003,1
000184053,2001,10,2,2,500,0,0,5528,2003,1
000184254,2001,1,1,4,100,0,0,5503,2003,1
000184716,2000,12,6,1,600,0,0,5564,2003,0
000185064,2001,12,1,2,500,0,0,5526,2003,1
000185414,2001,12,1,4,100,0,0,5554,2003,1
000185768,1997,12,2,1,600,0,0,5564,2003,0
000186186,2001,5,2,1,500,0,0,5525,2003,0
000186187,2001,5,2,1,500,0,0,5525,2003,0
000186189,2001,2,6,1,500,0,0,5525,2003,0
000186554,2001,10,2,5,500,0,0,5527,2003,1
000186729,2001,12,3,6,100,0,0,5503,2003,0
000188670,2001,1,5,3,100,0,0,5503,2003,1
000188919,2001,12,5,1,A00,0,0,5519,2003,1
000189732,2001,12,1,1,300,0,0,5513,2003,1
000189916,2000,5,5,1,500,0,0,5525,2003,1
000190575,2002,1,2,1,100,0,0,5559,2003,1
000192077,2002,1,3,5,500,0,0,5509,2003,1
000192088,2000,12,7,1,200,0,0,5537,2003,1
000192389,2000,5,3,2,700,0,0,5536,2003,1
000192821,1997,4,3,3,500,0,0,5506,2003,0
000193556,2001,9,7,1,600,0,0,5542,2003,1
000194727,1997,12,2,1,600,0,0,5521,2003,0
000194782,2000,4,1,1,600,0,0,5521,2003,0
000195308,1998,4,3,1,800,0,0,5557,2003,0
000195413,1945,5,3,1,500,0,0,5510,2003,0
000197764,1999,10,1,1,600,0,0,5564,2003,1
000198113,2000,11,4,5,D00,0,0,5543,2003,0
000198322,2001,12,1,1,100,0,0,5552,2003,0
000198371,2001,12,6,1,100,0,0,5503,2003,1
000198466,2001,10,6,1,600,0,0,5564,2003,0
000199265,2001,10,4,3,500,0,0,5524,2003,1
000199698,2001,10,5,1,500,0,0,5525,2003,0
000200171,1999,10,4,1,500,0,0,5525,2003,0
000200192,1999,10,4,1,100,0,0,5559,2003,0
000200201,1999,10,4,1,100,0,0,5559,2003,0
000200214,1997,9,1,1,500,0,0,5527,2003,0
000200227,1997,10,2,1,500,0,0,5525,2003,0
000200910,2001,3,6,1,700,0,0,5536,2003,0
000201354,2001,12,1,1,700,0,0,5522,2003,0
000202857,2001,9,3,1,400,0,0,5553,2003,1
000202860,2001,9,3,1,400,0,0,5553,2003,1
000204766,2000,10,6,1,400,0,0,5518,2003,0
000204771,2000,10,6,1,400,0,0,5518,2003,0
000204775,1999,9,4,1,500,0,0,5525,2003,0
000204777,1999,9,4,1,500,0,0,5525,2003,0
000204786,2001,7,2,1,600,0,0,5564,2003,1
000205033,2002,3,7,1,600,0,0,5564,2003,0
000206076,2001,5,3,1,600,0,0,5564,2003,0
000206415,2000,6,1,1,700,0,0,5536,2003,1
000206445,2000,12,7,1,700,0,0,5536,2003,1
000206727,1997,10,2,1,600,0,0,5564,2003,0
000207597,2001,7,4,1,600,0,0,5564,2003,1
000207600,2001,7,4,1,600,0,0,5564,2003,1
000207611,2001,7,4,1,600,0,0,5564,2003,0
000207750,1997,1,5,1,500,0,0,5528,2003,0
000207768,2000,9,1,1,500,0,0,5527,2003,0
000208092,2001,12,7,1,600,0,0,5564,2003,1
000208197,2000,8,4,1,500,0,0,5560,2003,1
000208898,2001,12,7,1,600,0,0,5550,2003,1
000208987,2001,6,1,1,500,0,0,5524,2003,1
000209689,1945,5,2,1,D00,0,0,5549,2003,1
000209939,2001,5,2,1,000,0,0,5500,2003,1
000212046,2000,12,4,1,200,0,0,5537,2003,1
000212117,1999,5,2,1,500,0,0,5524,2003,1
000212248,2000,12,7,1,600,0,0,5542,2003,0
000212366,2001,5,2,1,600,0,0,5564,2003,0
