000070250,1993,8,1,1,A00,0,0,5502,2002,0
000071280,1999,12,2,1,500,0,0,5527,2002,1
000072938,2000,6,4,1,400,0,0,5518,2002,0
000072956,2000,6,4,1,400,0,0,5518,2002,0
000072960,2000,6,4,1,400,0,0,5518,2002,0
000077056,1999,12,5,1,700,0,0,5529,2002,0
000077716,1995,12,7,1,800,0,0,5538,2002,1
000078575,1998,7,4,2,500,0,0,5525,2002,1
000078578,1998,9,1,2,500,0,0,5525,2002,1
000079214,1998,12,4,1,A00,0,0,5502,2002,1
000080067,2000,11,1,1,A00,0,0,5502,2002,1
000080577,1998,4,5,3,300,0,0,5517,2002,0
000082726,2000,9,5,1,500,0,0,5528,2002,1
000085220,1999,12,3,1,A00,0,0,5519,2002,0
000086456,1995,2,5,1,500,0,0,5525,2002,0
000087357,2000,1,6,2,500,0,0,5528,2002,1
000087704,2000,6,5,6,A00,0,0,5502,2002,1
000087715,2000,6,5,6,A00,0,0,5502,2002,1
000088338,2000,9,5,4,600,0,0,5564,2002,1
000089826,1999,6,3,1,100,0,0,5535,2002,0
000091216,2000,8,4,4,500,0,0,5524,2002,1
000091830,1997,3,6,1,500,0,0,5525,2002,0
000092124,2000,12,2,3,600,1,0,5564,2002,1
000094127,2001,1,2,4,100,0,0,5503,2002,1
000095244,2000,12,7,1,200,0,0,5537,2002,0
000095281,2001,1,1,1,500,0,0,5524,2002,1
000095534,1999,12,5,1,200,0,0,5537,2002,1
000095541,1999,4,5,1,200,0,0,5537,2002,1
000096260,1999,12,5,1,A00,0,0,5502,2002,0
000096272,2000,6,5,1,A00,0,0,5519,2002,1
000096326,2000,9,2,5,500,0,0,5528,2002,1
000096509,2000,9,7,4,A00,0,0,5547,2002,1
000097551,1999,11,6,1,400,0,0,5553,2002,1
000097564,2002,3,4,1,400,0,0,5553,2002,1
000097615,2000,2,1,1,C00,0,0,5504,2002,0
000099061,2000,12,7,1,600,0,0,5564,2002,1
000099067,2000,12,7,1,600,0,0,5564,2002,1
000099093,1999,12,5,1,600,0,0,5564,2002,1
000099140,1998,12,4,1,600,0,0,5564,2002,1
000099206,2000,6,3,2,500,0,0,5528,2002,1
000099376,1999,12,5,1,300,0,0,5517,2002,1
000099752,1999,12,5,1,600,0,0,5565,2002,1
000100184,1999,12,5,1,300,0,0,5540,2002,0
000100198,1999,12,5,1,300,0,0,5513,2002,0
000101607,1997,12,3,1,300,0,0,5517,2002,0
000103883,2001,1,2,6,500,0,0,5524,2002,1
000105292,1999,3,5,2,500,0,0,5524,2002,0
000106218,2000,12,6,1,600,0,0,5542,2002,0
000106754,2000,12,3,1,300,0,0,5540,2002,1
000106756,1999,8,2,3,500,0,0,5525,2002,0
000106886,2001,2,6,1,100,0,0,5503,2002,1
000107563,2001,2,2,1,600,0,0,5564,2002,1
000108588,2001,2,6,1,100,0,0,5503,2002,1
000109117,1998,7,5,1,100,0,0,5559,2002,1
000110761,1999,9,5,1,500,0,0,5524,2002,1
000111049,2001,2,6,6,500,0,0,5524,2002,1
000111120,2001,3,6,5,100,0,0,5503,2002,1
000111194,2001,1,3,1,600,0,0,5564,2002,1
000111639,2000,1,1,1,500,0,0,5527,2002,1
000112619,2000,12,7,1,C00,0,0,5512,2002,0
000112820,2001,3,6,3,100,0,0,5503,2002,1
000112867,2001,3,1,5,700,0,0,5529,2002,0
000113101,2001,1,3,1,500,0,0,5528,2002,0
000113573,1999,1,5,1,500,0,0,5524,2002,0
000113729,2001,3,5,5,100,0,0,5559,2002,1
000113741,2001,3,5,5,100,0,0,5559,2002,1
000113833,2000,6,4,1,300,0,0,5540,2002,1
000113960,2001,3,7,1,300,0,0,5517,2002,0
000114024,2001,2,7,1,500,1,0,5509,2002,1
000114547,2001,3,7,2,100,0,0,5503,2002,1
000115125,2001,3,5,5,500,0,0,5524,2002,1
000115223,2001,3,1,1,400,0,0,5544,2002,0
000115371,2001,2,1,1,200,0,0,5555,2002,1
000116128,2000,12,7,1,400,0,0,5518,2002,0
000116795,2001,3,5,4,200,0,0,5537,2002,1
000116989,2000,12,7,2,100,0,0,5559,2002,1
000117383,2001,4,2,4,200,0,0,5537,2002,1
000117729,2000,8,4,1,100,0,0,5559,2002,1
000119141,2001,4,2,6,200,0,0,5537,2002,0
000119297,2000,12,6,1,600,0,0,5564,2002,0
000119363,2001,3,5,1,300,0,0,5513,2002,1
000119708,2001,3,5,1,500,0,0,5528,2002,0
000119915,2000,12,1,1,700,0,0,5536,2002,0
000119927,2001,4,4,3,100,0,0,5503,2002,0
000120078,2001,4,4,3,200,0,0,5537,2002,1
000120213,1995,8,2,1,500,0,0,5525,2002,0
000120528,2000,9,5,1,600,0,0,5564,2002,1
000122360,2001,3,3,1,500,0,0,5525,2002,0
000122451,2001,2,6,4,500,0,0,5527,2002,1
000122481,2000,3,2,3,500,0,0,5525,2002,1
000122897,2001,4,2,1,600,0,0,5564,2002,1
000123590,2001,5,3,5,600,0,0,5564,2002,0
000123636,2001,5,3,4,600,0,0,5564,2002,1
000123741,2000,8,4,1,600,0,0,5564,2002,1
000124757,2001,5,7,1,300,0,0,5540,2002,1
000124778,2001,3,2,1,500,0,0,5524,2002,1
000125656,2000,9,6,1,300,0,0,5517,2002,1
000125717,2001,5,4,2,200,0,0,5537,2002,0
000125792,2001,5,2,1,600,0,0,5564,2002,1
000126226,2001,5,5,4,A00,0,0,5502,2002,1
000126515,2001,4,1,6,100,0,0,5551,2002,1
000126558,2001,3,5,4,100,0,0,5551,2002,1
000126563,2001,3,5,1,500,0,0,5525,2002,1
000127655,1998,11,7,1,500,0,0,5525,2002,1
000127692,2001,5,7,1,200,0,0,5537,2002,0
000127722,2001,5,5,3,200,0,0,5537,2002,1
000127937,2001,5,3,5,100,0,0,5503,2002,1
000128511,2001,5,3,1,600,0,0,5564,2002,0
000128598,2001,3,7,1,500,0,0,5527,2002,0
000128623,2000,8,4,1,000,0,0,5500,2002,1
000128634,2000,6,2,1,000,0,0,5500,2002,1
000128645,2000,6,5,1,300,0,0,5517,2002,1
000129497,2001,5,1,1,200,0,0,5537,2002,1
000129530,2001,5,5,5,600,0,0,5564,2002,1
000129712,2001,5,4,1,600,0,0,5564,2002,1
000129981,2001,5,2,4,100,0,0,5503,2002,0
000130203,2001,5,1,4,500,1,0,5528,2002,1
000130632,2000,12,7,1,300,0,0,5517,2002,1
000131443,2001,6,7,1,200,0,0,5537,2002,0
000131454,2001,6,1,5,600,0,0,5564,2002,1
000131567,2001,6,7,6,100,0,0,5503,2002,1
000131781,2001,5,6,6,500,0,0,5524,2002,1
000132122,2001,6,3,5,200,0,0,5537,2002,0
000132250,2000,2,4,1,400,0,0,5514,2002,1
000132451,2001,6,6,1,200,1,0,5537,2002,0
000132908,2000,12,7,1,300,0,0,5540,2002,1
000133084,2001,5,4,1,200,0,0,5537,2002,1
000133197,2001,5,3,3,500,0,0,5524,2002,1
000134036,1999,12,5,1,100,0,0,5559,2002,1
000134052,2001,4,3,1,000,0,0,5500,2002,1
000134419,2000,12,7,1,600,0,0,5568,2002,0
000134433,2000,12,7,1,600,0,0,5568,2002,0
000134440,2001,3,6,2,100,0,0,5503,2002,1
000134772,1997,8,6,1,600,0,0,5564,2002,1
000134885,2001,6,7,4,100,0,0,5503,2002,1
000134949,2001,4,1,1,500,0,0,5524,2002,1
000135004,2001,6,7,1,600,0,0,5564,2002,1
000135228,2001,6,3,5,200,0,0,5537,2002,1
000135292,2001,1,5,1,A00,0,0,5547,2002,0
000135467,2001,5,3,1,400,0,0,5518,2002,1
000135613,2000,9,1,1,500,0,0,5524,2002,0
000135932,2001,6,5,4,100,0,0,5503,2002,1
000136017,2001,6,3,1,600,0,0,5564,2002,1
000136029,2000,12,7,1,500,0,0,5527,2002,0
000136096,2001,1,1,3,600,0,0,5564,2002,0
000136099,2000,12,7,1,500,0,0,5527,2002,0
000136416,2000,1,5,1,500,0,0,5523,2002,0
000136624,1998,12,4,1,600,0,0,5550,2002,1
000136657,1998,12,4,1,600,0,0,5564,2002,1
000136723,2001,6,7,1,600,0,0,5564,2002,1
000136947,2001,6,5,6,600,0,0,5564,2002,1
000137176,2001,6,6,1,200,0,0,5537,2002,1
000137318,2001,4,1,1,600,0,0,5564,2002,1
000137515,2001,7,1,5,100,0,0,5503,2002,0
000138037,2000,5,2,1,500,0,0,5528,2002,1
000138058,2001,6,3,5,100,0,0,5503,2002,1
000138261,2000,1,3,1,400,0,0,5518,2002,0
000138263,2000,2,5,1,400,0,0,5518,2002,0
000138295,2001,6,1,5,500,1,0,5528,2002,1
000138468,2000,12,7,1,600,0,0,5564,2002,1
000138488,2001,7,7,3,100,0,0,5503,2002,1
000138546,2001,6,5,4,600,0,0,5564,2002,1
000138578,2000,3,3,1,500,0,0,5524,2002,1
000138679,2000,11,1,1,500,0,0,5525,2002,1
000138826,2001,6,5,1,300,0,0,5517,2002,0
000138838,2001,6,5,1,300,0,0,5517,2002,0
000138845,2001,6,5,1,300,0,0,5517,2002,0
000138862,2001,7,6,5,600,0,0,5564,2002,1
000139084,1999,12,5,1,500,0,0,5525,2002,1
000139095,1999,12,5,1,500,0,0,5525,2002,1
000139132,2000,3,2,1,500,0,0,5525,2002,0
000139152,2001,2,7,1,500,0,0,5525,2002,1
000139302,2001,7,1,2,200,0,0,5537,2002,0
000139304,2001,6,1,1,500,0,0,5527,2002,1
000139452,2001,7,1,1,500,0,0,5528,2002,1
000139688,2001,7,2,4,500,0,0,5525,2002,1
000139712,2001,7,2,1,200,0,0,5537,2002,1
000139782,2001,7,2,3,500,0,0,5525,2002,1
000139784,2001,7,2,3,500,0,0,5525,2002,1
000139846,1998,4,7,1,600,0,0,5539,2002,1
000140109,2001,7,5,6,600,0,0,5550,2002,1
000140211,2001,7,4,6,500,0,0,5527,2002,1
000140222,1997,12,3,1,500,0,0,5546,2002,0
000140257,2001,7,5,1,300,0,0,5517,2002,1
000140383,2001,7,2,1,900,0,0,5599,2002,1
000140386,2001,7,2,1,900,0,0,5599,2002,1
000140478,2001,7,6,1,600,1,0,5564,2002,1
000140520,2000,3,4,1,500,0,0,5525,2002,1
000140542,2000,11,1,3,500,0,0,5526,2002,1
000140547,1996,12,5,1,300,0,0,5513,2002,1
000140806,2001,6,6,4,500,0,0,5527,2002,1
000140812,2001,6,4,1,100,0,0,5554,2002,1
000140827,2000,6,2,1,500,0,0,5526,2002,1
000140889,2001,1,2,1,600,0,0,5564,2002,0
000140894,2001,1,2,1,600,0,0,5564,2002,0
000140922,2001,7,5,6,500,0,0,5530,2002,1
000140941,2001,7,5,1,600,0,0,5550,2002,1
000141071,1998,12,4,1,400,0,0,5544,2002,1
000141149,2001,7,2,2,500,0,0,5525,2002,1
000141221,1998,1,5,1,500,0,0,5525,2002,0
000141238,2000,9,5,1,400,0,0,5544,2002,1
000141339,2001,1,1,1,600,0,0,5564,2002,1
000141389,2001,7,4,1,C00,0,0,5541,2002,0
000141404,2001,7,2,5,200,0,0,5537,2002,1
000141414,2001,7,4,1,C00,0,0,5541,2002,0
000141418,2001,7,4,1,C00,0,0,5541,2002,0
000141478,2001,7,3,5,600,0,0,5564,2002,1
000141626,2001,6,1,5,500,0,0,5524,2002,1
000142056,2001,6,5,1,700,0,0,5508,2002,1
000142090,2001,2,3,1,700,0,0,5536,2002,1
000142108,2001,2,3,1,700,0,0,5536,2002,1
000142150,2001,7,7,1,100,1,0,5562,2002,1
000142216,1999,12,5,1,600,0,0,5565,2002,0
000142303,2001,6,5,3,200,0,0,5537,2002,1
000142799,2000,2,4,1,500,1,0,5526,2002,1
000142809,2000,10,1,1,500,0,0,5515,2002,0
000142856,2001,5,4,1,500,0,0,5527,2002,1
000142928,2001,7,1,5,500,1,0,5528,2002,1
000142986,2001,7,2,1,200,0,0,5537,2002,1
000143024,2000,4,3,1,500,0,0,5524,2002,1
000143103,2001,7,3,1,100,0,0,5503,2002,1
000143143,2000,11,7,1,500,0,0,5524,2002,1
000143233,2000,4,5,1,D00,0,0,5543,2002,1
000143313,2001,4,2,1,500,0,0,5524,2002,0
000143320,2001,3,6,2,100,0,0,5503,2002,1
000143326,2001,7,3,3,200,0,0,5537,2002,1
000143328,2001,7,3,6,600,0,0,5564,2002,1
000143404,2001,7,2,1,600,0,0,5564,2002,0
000143439,2001,7,1,3,600,0,0,5564,2002,0
000143753,2001,7,4,1,300,0,0,5517,2002,1
000143755,2001,7,4,1,300,0,0,5517,2002,1
000143897,2001,7,4,1,500,0,0,5525,2002,1
000143948,2001,7,5,3,200,0,0,5537,2002,1
000143998,2000,4,7,1,700,0,0,5529,2002,0
000144017,1999,4,4,1,600,0,0,5564,2002,0
000144309,2001,6,6,5,500,0,0,5523,2002,1
000144321,2001,6,6,6,500,0,0,5523,2002,1
000144417,1997,12,3,1,200,0,0,5555,2002,1
000144434,2001,5,5,3,C00,0,0,5512,2002,0
000144461,2000,12,7,1,500,0,0,5528,2002,0
000144479,2001,3,1,1,500,0,0,5524,2002,0
000144552,2001,7,2,6,900,0,0,5599,2002,1
000144639,2000,8,3,1,500,0,0,5525,2002,1
000144641,2000,8,3,1,500,0,0,5525,2002,1
000144730,2001,7,5,2,600,0,0,5564,2002,1
000144738,2001,5,6,6,100,1,0,5503,2002,1
000144927,2001,8,3,3,500,0,0,5523,2002,1
000145217,2000,11,3,2,100,0,0,5503,2002,0
000145364,2001,8,5,2,100,0,0,5503,2002,0
000145374,2001,6,4,1,600,0,0,5564,2002,1
000145554,2001,8,6,6,400,0,0,5544,2002,1
000145566,2001,8,4,1,500,0,0,5527,2002,0
000145681,2001,8,1,6,200,0,0,5537,2002,1
000145755,2001,8,1,4,500,0,0,5523,2002,1
000145825,2001,8,6,1,800,0,0,5505,2002,1
000145843,2001,8,7,1,800,0,0,5505,2002,1
000145847,2001,8,7,1,800,0,0,5505,2002,1
000145983,2001,8,6,6,800,0,0,5505,2002,1
000145994,2001,8,7,1,800,0,0,5505,2002,1
000146332,1999,7,2,1,C00,0,0,5512,2002,1
000146545,2001,7,5,1,200,0,0,5537,2002,1
000146576,2001,8,2,1,700,0,0,5508,2002,1
000146663,2001,8,7,1,600,0,0,5564,2002,1
000147243,2001,8,7,6,500,0,0,5509,2002,1
000147440,2001,8,7,5,C00,0,0,5512,2002,0
000147581,1999,12,5,1,200,0,0,5555,2002,1
000147667,2001,8,1,3,200,0,0,5537,2002,1
000147677,2001,8,3,4,100,0,0,5503,2002,1
000147686,2001,8,1,5,600,0,0,5550,2002,1
000147918,2001,7,2,2,500,0,0,5516,2002,0
000148062,2001,1,1,1,500,0,0,5524,2002,0
000148124,2001,8,5,4,100,0,0,5503,2002,1
000148215,2001,8,3,5,A00,0,0,5547,2002,1
000148347,2001,2,5,1,500,0,0,5525,2002,0
000148363,1999,12,1,3,500,0,0,5524,2002,0
000148432,2001,8,1,1,200,0,0,5537,2002,0
000148616,2000,3,4,1,500,0,0,5525,2002,1
000148743,2001,8,2,4,100,0,0,5503,2002,0
000148753,2001,8,5,5,800,0,0,5538,2002,1
000148777,2001,8,2,6,500,0,0,5525,2002,1
000149120,2001,8,3,5,100,0,0,5503,2002,1
000149141,2000,10,3,1,500,0,0,5525,2002,1
000149246,2001,9,2,6,600,0,0,5564,2002,1
000149258,2000,12,7,2,500,0,0,5516,2002,1
000149273,2000,12,7,2,500,0,0,5516,2002,1
000149280,2000,12,7,2,500,0,0,5516,2002,1
000149284,2000,12,7,2,500,0,0,5516,2002,1
000149315,2000,12,5,2,500,0,0,5516,2002,1
000149394,2001,8,2,3,600,0,0,5550,2002,1
000149448,2001,8,4,6,200,0,0,5537,2002,1
000149476,2001,8,4,6,200,0,0,5537,2002,1
000149477,2001,8,3,3,500,0,0,5524,2002,1
000149486,2001,8,4,6,200,0,0,5537,2002,1
000149494,2001,8,4,6,200,0,0,5537,2002,1
000149498,2001,8,4,6,200,0,0,5537,2002,1
000149653,2001,8,4,5,600,0,0,5565,2002,1
000149685,2001,8,5,6,100,0,0,5503,2002,1
000149730,2001,8,7,1,600,0,0,5564,2002,0
000149802,2000,12,7,1,200,0,0,5555,2002,0
000149849,2000,12,7,1,200,0,0,5537,2002,1
000149866,2001,8,2,3,200,0,0,5537,2002,1
000149939,2001,8,5,1,200,0,0,5537,2002,0
000149956,2001,8,7,1,600,0,0,5564,2002,1
000150040,2001,8,7,2,100,0,0,5503,2002,0
000150049,2001,8,6,3,500,0,0,5525,2002,1
000150149,2001,2,3,1,400,0,0,5544,2002,1
000150560,2001,8,7,1,600,0,0,5564,2002,1
000150606,2000,12,7,1,500,0,0,5510,2002,1
000150619,2000,12,7,1,500,0,0,5510,2002,1
000150731,2000,9,4,1,400,0,0,5518,2002,1
000150859,2001,8,2,1,500,0,0,5527,2002,0
000150888,2001,8,1,3,600,0,0,5550,2002,1
000150990,2001,8,4,5,100,0,0,5503,2002,1
000151209,2001,9,6,1,200,0,0,5537,2002,1
000151284,2001,8,3,1,200,0,0,5537,2002,1
000151302,2001,4,7,1,500,0,0,5524,2002,1
000151363,2001,8,5,4,100,0,0,5503,2002,1
000151405,2001,9,6,5,600,0,0,5564,2002,1
000151422,2001,9,7,5,500,0,0,5527,2002,0
000151530,2001,9,1,6,200,0,0,5537,2002,0
000151536,2001,2,7,1,100,0,0,5503,2002,1
000151769,2001,7,2,3,100,0,0,5559,2002,0
000151772,2001,8,5,5,400,1,0,5544,2002,1
000151791,2001,8,1,2,400,0,0,5518,2002,1
000151815,2001,9,1,6,600,0,0,5564,2002,0
000151862,2000,12,7,1,100,0,0,5562,2002,0
000151882,2001,9,2,6,200,0,0,5537,2002,0
000151899,2001,9,2,6,600,0,0,5564,2002,1
000151934,2001,8,2,6,100,0,0,5503,2002,1
000151995,2001,6,6,1,400,0,0,5514,2002,0
000152061,2000,12,7,1,700,0,0,5508,2002,1
000152109,2001,9,2,3,600,0,0,5564,2002,1
000152504,2000,12,4,1,500,0,0,5527,2002,0
000152644,2001,9,2,1,600,0,0,5564,2002,1
000152673,2000,12,7,2,500,0,0,5516,2002,1
000152676,2000,12,7,2,500,0,0,5516,2002,1
000152760,2001,9,6,6,100,0,0,5503,2002,0
000152816,2001,9,7,1,800,0,0,5534,2002,1
000152911,2001,9,7,2,400,0,0,5544,2002,1
000152912,2001,9,5,1,900,0,0,5599,2002,1
000152939,2001,9,6,5,600,0,0,5564,2002,1
000152973,2001,9,6,6,600,0,0,5564,2002,1
000153016,2001,5,3,1,500,0,0,5527,2002,1
000153023,2000,12,2,1,500,0,0,5527,2002,1
000153046,2001,7,6,1,000,0,0,5500,2002,1
000153190,2001,5,2,2,100,0,0,5559,2002,0
000153231,2001,8,1,3,600,0,0,5564,2002,1
000153235,2001,9,7,6,200,0,0,5537,2002,1
000153256,2001,9,1,3,100,0,0,5503,2002,1
000153257,2001,8,1,3,600,0,0,5564,2002,1
000153262,2001,9,1,6,100,0,0,5503,2002,1
000153271,2001,9,1,2,100,0,0,5503,2002,1
000153277,2001,9,1,2,100,0,0,5503,2002,1
000153280,1999,12,4,2,100,0,0,5562,2002,0
000153369,2001,9,1,4,500,0,0,5527,2002,1
000153417,2001,9,1,4,500,0,0,5527,2002,1
000153517,2001,9,7,1,200,0,0,5537,2002,1
000153673,2001,3,1,1,500,0,0,5527,2002,0
000153717,2001,9,2,3,800,0,0,5538,2002,1
000153728,2001,9,2,4,800,0,0,5538,2002,1
000153765,1999,4,6,1,100,0,0,5535,2002,1
000153785,2001,4,3,1,500,0,0,5526,2002,1
000153845,2001,9,1,4,800,0,0,5538,2002,1
000153873,2001,9,2,4,200,0,0,5537,2002,1
000153909,2001,9,1,1,300,0,0,5513,2002,1
000153911,2001,9,1,1,300,0,0,5513,2002,1
000153924,2001,9,2,1,500,0,0,5530,2002,1
000154011,2001,9,2,2,100,0,0,5503,2002,1
000154066,2001,7,2,4,500,1,0,5527,2002,1
000154160,2001,9,2,2,100,0,0,5520,2002,0
000154203,2001,9,4,4,100,0,0,5503,2002,1
000154244,2001,8,5,1,300,0,0,5540,2002,1
000154253,2001,8,5,1,300,0,0,5540,2002,1
000154263,2001,9,5,1,700,0,0,5522,2002,1
000154277,2001,4,4,1,100,0,0,5503,2002,1
000154374,2001,7,6,1,700,0,0,5508,2002,0
000154501,2001,9,5,4,200,0,0,5537,2002,1
000154541,2001,9,7,1,800,1,0,5534,2002,1
000154604,2001,9,5,1,200,0,0,5537,2002,1
000154638,1998,8,1,1,500,0,0,5527,2002,1
000154660,2000,2,7,1,500,0,0,5524,2002,1
000154664,2001,9,6,4,600,0,0,5564,2002,1
000154687,2001,9,1,3,100,0,0,5503,2002,1
000154694,2001,9,4,1,600,1,0,5564,2002,1
000154742,2001,9,5,3,100,0,0,5503,2002,1
000154801,2001,8,5,1,300,0,0,5548,2002,0
000154834,2001,9,7,1,600,1,0,5564,2002,1
000154867,1996,12,6,1,500,0,0,5524,2002,0
000154878,2001,6,5,1,100,0,0,5503,2002,1
000154905,2001,9,1,5,100,0,0,5503,2002,1
000154929,2001,6,2,1,300,0,0,5513,2002,1
000154933,2001,9,6,3,200,0,0,5537,2002,1
000154942,2001,6,2,1,300,0,0,5513,2002,1
000154949,2001,7,2,1,300,0,0,5513,2002,1
000155005,2001,9,2,6,600,1,0,5564,2002,1
000155011,2001,8,5,5,200,0,0,5537,2002,1
000155041,2001,9,6,2,600,0,0,5564,2002,1
000155108,2001,9,1,2,100,0,0,5503,2002,0
000155149,2001,9,4,1,600,0,0,5564,2002,1
000155154,2001,9,4,1,600,0,0,5564,2002,1
000155164,2001,9,7,6,500,0,0,5527,2002,1
000155369,2001,9,2,1,600,0,0,5564,2002,1
000155437,2001,9,2,2,200,0,0,5537,2002,1
000155476,2001,9,2,5,500,0,0,5527,2002,1
000155492,2001,9,5,3,600,0,0,5564,2002,1
000155496,2001,8,5,1,600,0,0,5564,2002,1
000155614,2001,9,2,2,800,0,0,5538,2002,0
000155676,1999,3,2,2,100,0,0,5503,2002,0
000155695,2001,9,1,2,100,0,0,5503,2002,0
000155759,2001,9,2,5,500,0,0,5524,2002,1
000155765,2001,9,1,6,500,0,0,5524,2002,1
000155771,1999,1,7,1,500,0,0,5524,2002,0
000155798,2001,4,5,3,500,0,0,5528,2002,1
000155897,2001,8,4,3,500,0,0,5526,2002,1
000155905,2001,8,4,3,500,0,0,5526,2002,1
000155917,2001,5,2,1,600,0,0,5564,2002,1
000156067,2001,9,4,1,200,0,0,5537,2002,1
000156121,2001,8,1,1,200,0,0,5537,2002,1
000156154,2001,9,4,5,600,0,0,5564,2002,1
000156395,2001,9,6,4,100,0,0,5503,2002,1
000156418,2001,9,7,6,600,0,0,5568,2002,1
000156447,2001,9,5,4,200,0,0,5537,2002,1
000156481,2001,7,3,1,500,0,0,5516,2002,1
000156540,2001,9,6,6,100,1,0,5551,2002,1
000156562,2000,12,3,1,A00,0,0,5519,2002,1
000156718,2001,9,7,1,600,0,0,5564,2002,1
000156738,2000,5,3,3,500,0,0,5525,2002,1
000156837,2001,9,1,1,C00,0,0,5541,2002,1
000156861,2001,7,2,6,500,0,0,5524,2002,1
000156957,1997,5,5,3,500,0,0,5524,2002,0
000157088,2000,1,6,1,600,0,0,5564,2002,0
000157181,2001,9,1,4,200,0,0,5537,2002,1
000157190,2001,9,2,5,500,1,0,5527,2002,1
000157192,2001,9,6,2,D00,0,0,5507,2002,1
000157208,2001,9,6,2,D00,0,0,5507,2002,1
000157249,2001,9,1,3,200,0,0,5537,2002,1
000157515,2001,9,1,3,800,1,0,5505,2002,1
000157543,2001,3,5,1,600,0,0,5564,2002,1
000157546,2001,6,6,1,600,0,0,5564,2002,1
000157550,2001,6,6,1,600,0,0,5564,2002,1
000157624,1997,12,3,1,C00,0,0,5541,2002,0
000157743,2001,9,3,1,900,0,0,5599,2002,1
000157793,2001,8,5,1,200,0,0,5537,2002,1
000157900,2001,7,1,1,500,0,0,5528,2002,0
000157920,2001,9,2,1,100,0,0,5503,2002,0
000157921,2001,9,4,4,500,0,0,5525,2002,1
000157970,2001,9,2,1,700,0,0,5536,2002,0
000157971,2001,9,3,4,600,1,0,5564,2002,1
000157992,2001,9,1,5,500,0,0,5523,2002,1
000158024,2001,2,5,1,600,0,0,5564,2002,1
000158030,1994,8,1,1,500,0,0,5525,2002,1
000158047,2001,9,2,1,600,0,0,5564,2002,1
000158062,2001,9,3,6,200,0,0,5537,2002,1
000158068,2001,9,3,5,100,0,0,5503,2002,0
000158069,2001,9,2,1,600,0,0,5564,2002,1
000158073,2001,9,2,1,600,0,0,5564,2002,1
000158102,2001,9,4,1,600,0,0,5564,2002,1
